asin,sku,price,quantity,currency,sale-price,sale-from-date,sale-through-date,restock-date,minimum-seller-allowed-price,maximum-seller-allowed-price,fulfillment-channel,handling-time
1581574592,SKU_1581574592_1751718994,3220,2,JPY,,,,,3120,3320,,10
1789563054,SKU_1789563054_1751719005,2410,2,JPY,,,,,2310,2510,,10
9811227748,SKU_9811227748_1751719016,6950,2,JPY,,,,,6850,7050,,10
0061350273,SKU_0061350273_1751719025,2990,2,JPY,,,,,2890,3090,,10
9811225419,SKU_9811225419_1751719039,4550,2,JPY,,,,,4450,4650,,10
1847204813,SKU_1847204813_1751719042,9010,2,JPY,,,,,8910,9110,,10
1250152585,SKU_1250152585_1751719058,1530,2,JPY,,,,,1430,1630,,10
1908279427,SKU_1908279427_1751719061,2850,2,JPY,,,,,2750,2950,,10
1612518672,SKU_1612518672_1751719067,10400,2,JPY,,,,,10300,10500,,10
1843767945,SKU_1843767945_1751719070,8770,2,JPY,,,,,8670,8870,,10
1784416827,SKU_1784416827_1751719080,9820,2,JPY,,,,,9720,9920,,10
1250241219,SKU_1250241219_1751719092,4420,2,JPY,,,,,4320,4520,,10
0399581855,SKU_0399581855_1751719104,2390,2,JPY,,,,,2290,2490,,10
1647821304,SKU_1647821304_1751719107,3060,2,JPY,,,,,2960,3160,,10
0750658851,SKU_0750658851_1751719117,1820,2,JPY,,,,,1720,1920,,10
1614487340,SKU_1614487340_1751719120,2260,2,JPY,,,,,2160,2360,,10
1847202713,SKU_1847202713_1751719126,6210,2,JPY,,,,,6110,6310,,10
0345807251,SKU_0345807251_1751719140,2320,2,JPY,,,,,2220,2420,,10
0008228655,SKU_0008228655_1751719153,3120,2,JPY,,,,,3020,3220,,10
1782439897,SKU_1782439897_1751719165,1330,2,JPY,,,,,1230,1430,,10
1098320336,SKU_1098320336_1751719177,6590,2,JPY,,,,,6490,6690,,10
1472144031,SKU_1472144031_1751719187,1900,2,JPY,,,,,1800,2000,,10
1250038596,SKU_1250038596_1751719190,2860,2,JPY,,,,,2760,2960,,10
1439167354,SKU_1439167354_1751719208,2200,2,JPY,,,,,2100,2300,,10
0593190009,SKU_0593190009_1751719213,2830,2,JPY,,,,,2730,2930,,10
163106116X,SKU_163106116X_1751719217,5880,2,JPY,,,,,5780,5980,,10
0062419722,SKU_0062419722_1751719225,2140,2,JPY,,,,,2040,2240,,10
0142416754,SKU_0142416754_1751719245,1280,2,JPY,,,,,1180,1380,,10
1848448325,SKU_1848448325_1751719254,9600,2,JPY,,,,,9500,9700,,10
1613241593,SKU_1613241593_1751719289,20000,2,JPY,,,,,19900,20100,,10
0852975996,SKU_0852975996_1751719329,1480,2,JPY,,,,,1380,1580,,10
0525540407,SKU_0525540407_1751719332,2720,2,JPY,,,,,2620,2820,,10
1906388075,SKU_1906388075_1751719336,3130,2,JPY,,,,,3030,3230,,10
1845421183,SKU_1845421183_1751719339,12480,2,JPY,,,,,12380,12580,,10
1848447000,SKU_1848447000_1751719365,4950,2,JPY,,,,,4850,5050,,10
1847205186,SKU_1847205186_1751719369,13060,2,JPY,,,,,12960,13160,,10
1770859918,SKU_1770859918_1751719372,2440,2,JPY,,,,,2340,2540,,10
1592333818,SKU_1592333818_1751719376,3590,2,JPY,,,,,3490,3690,,10
1581159137,SKU_1581159137_1751719392,1680,2,JPY,,,,,1580,1780,,10
1616891505,SKU_1616891505_1751719398,11410,2,JPY,,,,,11310,11510,,10
1849758751,SKU_1849758751_1751719401,4220,2,JPY,,,,,4120,4320,,10
1782540962,SKU_1782540962_1751719413,4570,2,JPY,,,,,4470,4670,,10
3790817619,SKU_3790817619_1751719423,3230,2,JPY,,,,,3130,3330,,10
0313233128,SKU_0313233128_1751719429,8630,2,JPY,,,,,8530,8730,,10
0500514704,SKU_0500514704_1751719432,11870,2,JPY,,,,,11770,11970,,10
0547428081,SKU_0547428081_1751719438,3170,2,JPY,,,,,3070,3270,,10
0750663669,SKU_0750663669_1751719444,1960,2,JPY,,,,,1860,2060,,10
1785600338,SKU_1785600338_1751719450,8450,2,JPY,,,,,8350,8550,,10
0525573593,SKU_0525573593_1751719453,3100,2,JPY,,,,,3000,3200,,10
3709103983,SKU_3709103983_1751719462,13400,2,JPY,,,,,13300,13500,,10
044451239X,SKU_044451239X_1751719472,6090,2,JPY,,,,,5990,6190,,10
1781316392,SKU_1781316392_1751719474,4920,2,JPY,,,,,4820,5020,,10
1475862830,SKU_1475862830_1751719477,10030,2,JPY,,,,,9930,10130,,10
1785603035,SKU_1785603035_1751719486,8060,2,JPY,,,,,7960,8160,,10
0230233457,SKU_0230233457_1751719504,4130,2,JPY,,,,,4030,4230,,10
3319216708,SKU_3319216708_1751719516,13720,2,JPY,,,,,13620,13820,,10
1951511638,SKU_1951511638_1751719534,1980,2,JPY,,,,,1880,2080,,10
0807055573,SKU_0807055573_1751719542,2470,2,JPY,,,,,2370,2570,,10
B00A2P20LA,SKU_B00A2P20LA_1751719545,3270,2,JPY,,,,,3170,3370,,10
1594748667,SKU_1594748667_1751719548,2290,2,JPY,,,,,2190,2390,,10
1594747601,SKU_1594747601_1751719551,2890,2,JPY,,,,,2790,2990,,10
0143131451,SKU_0143131451_1751719567,4350,2,JPY,,,,,4250,4450,,10
1400213673,SKU_1400213673_1751719570,3200,2,JPY,,,,,3100,3300,,10
0062890514,SKU_0062890514_1751719582,2870,2,JPY,,,,,2770,2970,,10
0062242326,SKU_0062242326_1751719585,2920,2,JPY,,,,,2820,3020,,10
0062242334,SKU_0062242334_1751719588,2760,2,JPY,,,,,2660,2860,,10
0500021996,SKU_0500021996_1751719600,1590,2,JPY,,,,,1490,1690,,10
0393249247,SKU_0393249247_1751719606,6860,2,JPY,,,,,6760,6960,,10
1580053882,SKU_1580053882_1751719615,2900,2,JPY,,,,,2800,3000,,10
1411401336,SKU_1411401336_1751719617,2170,2,JPY,,,,,2070,2270,,10
0544663330,SKU_0544663330_1751719623,5440,2,JPY,,,,,5340,5540,,10
0544947207,SKU_0544947207_1751719626,2170,2,JPY,,,,,2070,2270,,10
185227932X,SKU_185227932X_1751719635,3870,2,JPY,,,,,3770,3970,,10
0307399095,SKU_0307399095_1751719653,4240,2,JPY,,,,,4140,4340,,10
1420117238,SKU_1420117238_1751719656,1500,2,JPY,,,,,1400,1600,,10
1591842492,SKU_1591842492_1751719662,2290,2,JPY,,,,,2190,2390,,10
0814431682,SKU_0814431682_1751719672,3220,2,JPY,,,,,3120,3320,,10
1419734555,SKU_1419734555_1751719678,3650,2,JPY,,,,,3550,3750,,10
1610395794,SKU_1610395794_1751719683,4870,2,JPY,,,,,4770,4970,,10
1637740999,SKU_1637740999_1751719686,2980,2,JPY,,,,,2880,3080,,10
1667862855,SKU_1667862855_1751719692,4180,2,JPY,,,,,4080,4280,,10
0425243559,SKU_0425243559_1751719698,5450,2,JPY,,,,,5350,5550,,10
1786490242,SKU_1786490242_1751719701,2280,2,JPY,,,,,2180,2380,,10
1580405282,SKU_1580405282_1751719715,2900,2,JPY,,,,,2800,3000,,10
0854044876,SKU_0854044876_1751719724,5030,2,JPY,,,,,4930,5130,,10
0071431888,SKU_0071431888_1751719727,6140,2,JPY,,,,,6040,6240,,10
1568588453,SKU_1568588453_1751719730,3560,2,JPY,,,,,3460,3660,,10
0802128483,SKU_0802128483_1751719736,3470,2,JPY,,,,,3370,3570,,10
9814366560,SKU_9814366560_1751719760,12560,2,JPY,,,,,12460,12660,,10
1786434326,SKU_1786434326_1751719778,8280,2,JPY,,,,,8180,8380,,10
1604338350,SKU_1604338350_1751719785,2630,2,JPY,,,,,2530,2730,,10
1594203954,SKU_1594203954_1751719810,5270,2,JPY,,,,,5170,5370,,10
178428971X,SKU_178428971X_1751719818,2950,2,JPY,,,,,2850,3050,,10
1667827286,SKU_1667827286_1751719827,4140,2,JPY,,,,,4040,4240,,10
1580055915,SKU_1580055915_1751719844,2480,2,JPY,,,,,2380,2580,,10
1982185538,SKU_1982185538_1751719854,2200,2,JPY,,,,,2100,2300,,10
0091947685,SKU_0091947685_1751719860,2430,2,JPY,,,,,2330,2530,,10
1492637076,SKU_1492637076_1751719873,2200,2,JPY,,,,,2100,2300,,10
1610396316,SKU_1610396316_1751719876,2630,2,JPY,,,,,2530,2730,,10
1538715880,SKU_1538715880_1751719879,3080,2,JPY,,,,,2980,3180,,10
0812988817,SKU_0812988817_1751719882,3340,2,JPY,,,,,3240,3440,,10
1608195295,SKU_1608195295_1751719891,6210,2,JPY,,,,,6110,6310,,10
1250779618,SKU_1250779618_1751719897,3700,2,JPY,,,,,3600,3800,,10
1787132684,SKU_1787132684_1751719903,3620,2,JPY,,,,,3520,3720,,10
1999731565,SKU_1999731565_1751719921,1860,2,JPY,,,,,1760,1960,,10
0066620120,SKU_0066620120_1751719930,3530,2,JPY,,,,,3430,3630,,10
1439192502,SKU_1439192502_1751719939,6310,2,JPY,,,,,6210,6410,,10
1912666650,SKU_1912666650_1751719942,4680,2,JPY,,,,,4580,4780,,10
0814474306,SKU_0814474306_1751719955,3160,2,JPY,,,,,3060,3260,,10
1849731314,SKU_1849731314_1751719958,5000,2,JPY,,,,,4900,5100,,10
1787477312,SKU_1787477312_1751719970,2090,2,JPY,,,,,1990,2190,,10
0387251170,SKU_0387251170_1751719980,6110,2,JPY,,,,,6010,6210,,10
1921966025,SKU_1921966025_1751719986,3090,2,JPY,,,,,2990,3190,,10
1472141962,SKU_1472141962_1751719989,2700,2,JPY,,,,,2600,2800,,10
1784880760,SKU_1784880760_1751719995,3200,2,JPY,,,,,3100,3300,,10
0062419927,SKU_0062419927_1751720004,3180,2,JPY,,,,,3080,3280,,10
0857931717,SKU_0857931717_1751720016,9090,2,JPY,,,,,8990,9190,,10
1578266475,SKU_1578266475_1751720021,2160,2,JPY,,,,,2060,2260,,10
1849801436,SKU_1849801436_1751720024,6200,2,JPY,,,,,6100,6300,,10
0768018102,SKU_0768018102_1751720028,8430,2,JPY,,,,,8330,8530,,10
1576879399,SKU_1576879399_1751720031,10060,2,JPY,,,,,9960,10160,,10
1597268267,SKU_1597268267_1751720038,3000,2,JPY,,,,,2900,3100,,10
0593084314,SKU_0593084314_1751720049,3060,2,JPY,,,,,2960,3160,,10
1941529305,SKU_1941529305_1751720068,2540,2,JPY,,,,,2440,2640,,10
1646636279,SKU_1646636279_1751720076,4420,2,JPY,,,,,4320,4520,,10
1098329589,SKU_1098329589_1751720098,3170,2,JPY,,,,,3070,3270,,10
0735219818,SKU_0735219818_1751720109,2830,2,JPY,,,,,2730,2930,,10
1643750682,SKU_1643750682_1751720113,3410,2,JPY,,,,,3310,3510,,10
1620877082,SKU_1620877082_1751720120,4100,2,JPY,,,,,4000,4200,,10
1588345424,SKU_1588345424_1751720123,3240,2,JPY,,,,,3140,3340,,10
1628082909,SKU_1628082909_1751720131,13770,2,JPY,,,,,13670,13870,,10
0735213984,SKU_0735213984_1751720160,2860,2,JPY,,,,,2760,2960,,10
B01MRKX1VP,SKU_B01MRKX1VP_1751720167,2350,2,JPY,,,,,2250,2450,,10
1402063814,SKU_1402063814_1751720180,3140,2,JPY,,,,,3040,3240,,10
1905783787,SKU_1905783787_1751720184,12800,2,JPY,,,,,12700,12900,,10
1631599941,SKU_1631599941_1751720199,3770,2,JPY,,,,,3670,3870,,10
1569802726,SKU_1569802726_1751720216,3720,2,JPY,,,,,3620,3820,,10
0007301170,SKU_0007301170_1751720221,2940,2,JPY,,,,,2840,3040,,10
3956793331,SKU_3956793331_1751720228,8550,2,JPY,,,,,8450,8650,,10
1501189476,SKU_1501189476_1751720255,3370,2,JPY,,,,,3270,3470,,10
1631490575,SKU_1631490575_1751720261,1980,2,JPY,,,,,1880,2080,,10
1472975995,SKU_1472975995_1751720265,2950,2,JPY,,,,,2850,3050,,10
1472976029,SKU_1472976029_1751720269,2160,2,JPY,,,,,2060,2260,,10
1454949066,SKU_1454949066_1751720272,3390,2,JPY,,,,,3290,3490,,10
0814408788,SKU_0814408788_1751720275,2760,2,JPY,,,,,2660,2860,,10
0199371261,SKU_0199371261_1751720289,6280,2,JPY,,,,,6180,6380,,10
1631490583,SKU_1631490583_1751720295,2130,2,JPY,,,,,2030,2230,,10
1455544876,SKU_1455544876_1751720304,3670,2,JPY,,,,,3570,3770,,10
1631490591,SKU_1631490591_1751720324,2050,2,JPY,,,,,1950,2150,,10
0060891548,SKU_0060891548_1751720333,2130,2,JPY,,,,,2030,2230,,10
0768020786,SKU_0768020786_1751720339,11790,2,JPY,,,,,11690,11890,,10
1631593226,SKU_1631593226_1751720351,6660,2,JPY,,,,,6560,6760,,10
0063005883,SKU_0063005883_1751720357,2930,2,JPY,,,,,2830,3030,,10
1250035406,SKU_1250035406_1751720359,4010,2,JPY,,,,,3910,4110,,10
0062964224,SKU_0062964224_1751720365,2960,2,JPY,,,,,2860,3060,,10
0915463997,SKU_0915463997_1751720368,10250,2,JPY,,,,,10150,10350,,10
1098311450,SKU_1098311450_1751720377,3050,2,JPY,,,,,2950,3150,,10
0814480586,SKU_0814480586_1751720380,2610,2,JPY,,,,,2510,2710,,10
1732368961,SKU_1732368961_1751720389,3470,2,JPY,,,,,3370,3570,,10
9460581854,SKU_9460581854_1751720395,9000,2,JPY,,,,,8900,9100,,10
1982130601,SKU_1982130601_1751720398,2440,2,JPY,,,,,2340,2540,,10
0008189404,SKU_0008189404_1751720404,1740,2,JPY,,,,,1640,1840,,10
0929837592,SKU_0929837592_1751720407,7730,2,JPY,,,,,7630,7830,,10
125016639X,SKU_125016639X_1751720410,2510,2,JPY,,,,,2410,2610,,10
1780742959,SKU_1780742959_1751720413,4640,2,JPY,,,,,4540,4740,,10
9292628135,SKU_9292628135_1751720417,4790,2,JPY,,,,,4690,4890,,10
0738212792,SKU_0738212792_1751720420,4220,2,JPY,,,,,4120,4320,,10
1250043085,SKU_1250043085_1751720423,6440,2,JPY,,,,,6340,6540,,10
1524655503,SKU_1524655503_1751720428,2220,2,JPY,,,,,2120,2320,,10
3658357304,SKU_3658357304_1751720434,8840,2,JPY,,,,,8740,8940,,10
1864702869,SKU_1864702869_1751720443,6860,2,JPY,,,,,6760,6960,,10
0062438611,SKU_0062438611_1751720449,2320,2,JPY,,,,,2220,2420,,10
1586484273,SKU_1586484273_1751720452,2740,2,JPY,,,,,2640,2840,,10
981471917X,SKU_981471917X_1751720488,11920,2,JPY,,,,,11820,12020,,10
1591846684,SKU_1591846684_1751720497,2470,2,JPY,,,,,2370,2570,,10
0821382055,SKU_0821382055_1751720503,6700,2,JPY,,,,,6600,6800,,10
1948836165,SKU_1948836165_1751720509,2930,2,JPY,,,,,2830,3030,,10
184597557X,SKU_184597557X_1751720512,1880,2,JPY,,,,,1780,1980,,10
3790817597,SKU_3790817597_1751720515,7730,2,JPY,,,,,7630,7830,,10
0062953613,SKU_0062953613_1751720524,2810,2,JPY,,,,,2710,2910,,10
0750643951,SKU_0750643951_1751720557,4780,2,JPY,,,,,4680,4880,,10
0230275184,SKU_0230275184_1751720594,5900,2,JPY,,,,,5800,6000,,10
0387261419,SKU_0387261419_1751720601,3680,2,JPY,,,,,3580,3780,,10
0593331117,SKU_0593331117_1751720610,2920,2,JPY,,,,,2820,3020,,10
1599040174,SKU_1599040174_1751720613,9950,2,JPY,,,,,9850,10050,,10
0062893653,SKU_0062893653_1751720617,2880,2,JPY,,,,,2780,2980,,10
3528057653,SKU_3528057653_1751720628,3160,2,JPY,,,,,3060,3260,,10
055349693X,SKU_055349693X_1751720631,2210,2,JPY,,,,,2110,2310,,10
3030285677,SKU_3030285677_1751720638,15180,2,JPY,,,,,15080,15280,,10
3319040650,SKU_3319040650_1751720644,7290,2,JPY,,,,,7190,7390,,10
0123749522,SKU_0123749522_1751720647,7320,2,JPY,,,,,7220,7420,,10
1845456319,SKU_1845456319_1751720650,4770,2,JPY,,,,,4670,4870,,10
1473676967,SKU_1473676967_1751720653,4990,2,JPY,,,,,4890,5090,,10
1845429648,SKU_1845429648_1751720656,2980,2,JPY,,,,,2880,3080,,10
1801655146,SKU_1801655146_1751724394,8170,2,JPY,,,,,8070,8270,,10
1838302727,SKU_1838302727_1751724398,8570,2,JPY,,,,,8470,8670,,10
1913922235,SKU_1913922235_1751724401,4280,2,JPY,,,,,4180,4380,,10
1914088093,SKU_1914088093_1751724404,5430,2,JPY,,,,,5330,5530,,10
1914092333,SKU_1914092333_1751724413,5610,2,JPY,,,,,5510,5710,,10
1914023463,SKU_1914023463_1751724419,10210,2,JPY,,,,,10110,10310,,10
0593330250,SKU_0593330250_1751724441,2830,2,JPY,,,,,2730,2930,,10
1119977061,SKU_1119977061_1751724455,3000,2,JPY,,,,,2900,3100,,10
1493009338,SKU_1493009338_1751724468,2390,2,JPY,,,,,2290,2490,,10
145225723X,SKU_145225723X_1751724474,8440,2,JPY,,,,,8340,8540,,10
9380110731,SKU_9380110731_1751724480,12320,2,JPY,,,,,12220,12420,,10
1412902002,SKU_1412902002_1751724483,9030,2,JPY,,,,,8930,9130,,10
1446252310,SKU_1446252310_1751724486,6900,2,JPY,,,,,6800,7000,,10
3658308044,SKU_3658308044_1751724492,12950,2,JPY,,,,,12850,13050,,10
0367488817,SKU_0367488817_1751724501,4920,2,JPY,,,,,4820,5020,,10
184376721X,SKU_184376721X_1751724513,9890,2,JPY,,,,,9790,9990,,10
0991537602,SKU_0991537602_1751724522,2840,2,JPY,,,,,2740,2940,,10
073823379X,SKU_073823379X_1751724531,3190,2,JPY,,,,,3090,3290,,10
0738219320,SKU_0738219320_1751724537,2210,2,JPY,,,,,2110,2310,,10
1620975041,SKU_1620975041_1751724540,3180,2,JPY,,,,,3080,3280,,10
0804793611,SKU_0804793611_1751724549,11910,2,JPY,,,,,11810,12010,,10
1781900329,SKU_1781900329_1751724552,5600,2,JPY,,,,,5500,5700,,10
0316392014,SKU_0316392014_1751724583,2450,2,JPY,,,,,2350,2550,,10
1582437394,SKU_1582437394_1751724586,2960,2,JPY,,,,,2860,3060,,10
0750675594,SKU_0750675594_1751724598,2940,2,JPY,,,,,2840,3040,,10
1594910529,SKU_1594910529_1751724607,4670,2,JPY,,,,,4570,4770,,10
1932634827,SKU_1932634827_1751724609,14500,2,JPY,,,,,14400,14600,,10
1594910650,SKU_1594910650_1751724615,12390,2,JPY,,,,,12290,12490,,10
193263486X,SKU_193263486X_1751724624,4080,2,JPY,,,,,3980,4180,,10
1594910618,SKU_1594910618_1751724627,13440,2,JPY,,,,,13340,13540,,10
1594910626,SKU_1594910626_1751724633,13030,2,JPY,,,,,12930,13130,,10
1932634800,SKU_1932634800_1751724639,13920,2,JPY,,,,,13820,14020,,10
2359340654,SKU_2359340654_1751724648,3460,2,JPY,,,,,3360,3560,,10
1578266157,SKU_1578266157_1751724651,2200,2,JPY,,,,,2100,2300,,10
0814417523,SKU_0814417523_1751724663,4680,2,JPY,,,,,4580,4780,,10
0765399768,SKU_0765399768_1751724674,4480,2,JPY,,,,,4380,4580,,10
0807059021,SKU_0807059021_1751724677,2310,2,JPY,,,,,2210,2410,,10
1620972026,SKU_1620972026_1751724686,3050,2,JPY,,,,,2950,3150,,10
1949472051,SKU_1949472051_1751724689,2720,2,JPY,,,,,2620,2820,,10
1250145007,SKU_1250145007_1751724707,2310,2,JPY,,,,,2210,2410,,10
0345814649,SKU_0345814649_1751724716,4500,2,JPY,,,,,4400,4600,,10
0806539275,SKU_0806539275_1751724722,4810,2,JPY,,,,,4710,4910,,10
1629376752,SKU_1629376752_1751724733,3250,2,JPY,,,,,3150,3350,,10
0800726677,SKU_0800726677_1751724745,1720,2,JPY,,,,,1620,1820,,10
1683831527,SKU_1683831527_1751724748,4110,2,JPY,,,,,4010,4210,,10
1098302079,SKU_1098302079_1751724760,2710,2,JPY,,,,,2610,2810,,10
1616893362,SKU_1616893362_1751724768,4720,2,JPY,,,,,4620,4820,,10
1601631278,SKU_1601631278_1751724776,2480,2,JPY,,,,,2380,2580,,10
1615197214,SKU_1615197214_1751724785,2250,2,JPY,,,,,2150,2350,,10
0977826821,SKU_0977826821_1751724791,3750,2,JPY,,,,,3650,3850,,10
1568987579,SKU_1568987579_1751724812,3890,2,JPY,,,,,3790,3990,,10
1931414211,SKU_1931414211_1751724814,11360,2,JPY,,,,,11260,11460,,10
152936101X,SKU_152936101X_1751724817,2210,2,JPY,,,,,2110,2310,,10
154608469X,SKU_154608469X_1751724823,2260,2,JPY,,,,,2160,2360,,10
1472120221,SKU_1472120221_1751724826,2290,2,JPY,,,,,2190,2390,,10
1844837270,SKU_1844837270_1751724832,4210,2,JPY,,,,,4110,4310,,10
0821366645,SKU_0821366645_1751724841,4640,2,JPY,,,,,4540,4740,,10
1615194584,SKU_1615194584_1751724859,2400,2,JPY,,,,,2300,2500,,10
1802941134,SKU_1802941134_1751724862,10380,2,JPY,,,,,10280,10480,,10
1582799520,SKU_1582799520_1751724865,1520,2,JPY,,,,,1420,1620,,10
006081862X,SKU_006081862X_1751724868,2380,2,JPY,,,,,2280,2480,,10
0143131303,SKU_0143131303_1751724871,1900,2,JPY,,,,,1800,2000,,10
1609949641,SKU_1609949641_1751724874,2920,2,JPY,,,,,2820,3020,,10
1591840619,SKU_1591840619_1751724893,6440,2,JPY,,,,,6340,6540,,10
1984858653,SKU_1984858653_1751724910,6230,2,JPY,,,,,6130,6330,,10
1787392074,SKU_1787392074_1751724913,2240,2,JPY,,,,,2140,2340,,10
1787392082,SKU_1787392082_1751724919,1940,2,JPY,,,,,1840,2040,,10
006225099X,SKU_006225099X_1751724925,2050,2,JPY,,,,,1950,2150,,10
0814434096,SKU_0814434096_1751724931,3670,2,JPY,,,,,3570,3770,,10
1953295703,SKU_1953295703_1751724940,3750,2,JPY,,,,,3650,3850,,10
1940743192,SKU_1940743192_1751724943,11390,2,JPY,,,,,11290,11490,,10
0444892885,SKU_0444892885_1751724952,20210,2,JPY,,,,,20110,20310,,10
1626568170,SKU_1626568170_1751724954,2460,2,JPY,,,,,2360,2560,,10
1586489607,SKU_1586489607_1751724963,2140,2,JPY,,,,,2040,2240,,10
1953295517,SKU_1953295517_1751724978,2200,2,JPY,,,,,2100,2300,,10
1786696002,SKU_1786696002_1751724993,3050,2,JPY,,,,,2950,3150,,10
1445653990,SKU_1445653990_1751724998,3580,2,JPY,,,,,3480,3680,,10
0998425907,SKU_0998425907_1751725001,1930,2,JPY,,,,,1830,2030,,10
1785003836,SKU_1785003836_1751725010,8670,2,JPY,,,,,8570,8770,,10
1098327209,SKU_1098327209_1751725016,5820,2,JPY,,,,,5720,5920,,10
1578264081,SKU_1578264081_1751725019,2930,2,JPY,,,,,2830,3030,,10
1743792549,SKU_1743792549_1751725036,3950,2,JPY,,,,,3850,4050,,10
1250793246,SKU_1250793246_1751725039,2610,2,JPY,,,,,2510,2710,,10
1546002936,SKU_1546002936_1751725045,3700,2,JPY,,,,,3600,3800,,10
0809058472,SKU_0809058472_1751725051,4470,2,JPY,,,,,4370,4570,,10
0063079690,SKU_0063079690_1751725054,3760,2,JPY,,,,,3660,3860,,10
1781592098,SKU_1781592098_1751725057,3710,2,JPY,,,,,3610,3810,,10
1633220486,SKU_1633220486_1751725060,3120,2,JPY,,,,,3020,3220,,10
B002DQPR98,SKU_B002DQPR98_1751725063,3540,2,JPY,,,,,3440,3640,,10
0500294186,SKU_0500294186_1751725069,1720,2,JPY,,,,,1620,1820,,10
1576878112,SKU_1576878112_1751725072,2420,2,JPY,,,,,2320,2520,,10
0760364060,SKU_0760364060_1751725075,5810,2,JPY,,,,,5710,5910,,10
1576877434,SKU_1576877434_1751725078,2400,2,JPY,,,,,2300,2500,,10
379138306X,SKU_379138306X_1751725086,5810,2,JPY,,,,,5710,5910,,10
1885254350,SKU_1885254350_1751725092,5750,2,JPY,,,,,5650,5850,,10
1633880680,SKU_1633880680_1751725098,4200,2,JPY,,,,,4100,4300,,10
1609804562,SKU_1609804562_1751725107,2360,2,JPY,,,,,2260,2460,,10
1475861958,SKU_1475861958_1751725119,4250,2,JPY,,,,,4150,4350,,10
0805089241,SKU_0805089241_1751725128,3010,2,JPY,,,,,2910,3110,,10
1840917423,SKU_1840917423_1751725131,3020,2,JPY,,,,,2920,3120,,10
2812316349,SKU_2812316349_1751725137,4780,2,JPY,,,,,4680,4880,,10
2080202278,SKU_2080202278_1751725139,2290,2,JPY,,,,,2190,2390,,10
2081519526,SKU_2081519526_1751725142,2470,2,JPY,,,,,2370,2570,,10
0821369237,SKU_0821369237_1751725151,8160,2,JPY,,,,,8060,8260,,10
9811209723,SKU_9811209723_1751725160,7950,2,JPY,,,,,7850,8050,,10
0387228217,SKU_0387228217_1751725181,3670,2,JPY,,,,,3570,3770,,10
1558322787,SKU_1558322787_1751725190,3160,2,JPY,,,,,3060,3260,,10
1897453221,SKU_1897453221_1751725193,2480,2,JPY,,,,,2380,2580,,10
1611802814,SKU_1611802814_1751725196,4130,2,JPY,,,,,4030,4230,,10
1743796188,SKU_1743796188_1751725199,3710,2,JPY,,,,,3610,3810,,10
180144644X,SKU_180144644X_1751725214,3710,2,JPY,,,,,3610,3810,,10
1445410729,SKU_1445410729_1751725217,3030,2,JPY,,,,,2930,3130,,10
1629483737,SKU_1629483737_1751725225,12940,2,JPY,,,,,12840,13040,,10
1845424131,SKU_1845424131_1751725231,18640,2,JPY,,,,,18540,18740,,10
1783475927,SKU_1783475927_1751725240,8390,2,JPY,,,,,8290,8490,,10
1579123678,SKU_1579123678_1751725243,5160,2,JPY,,,,,5060,5260,,10
1612003524,SKU_1612003524_1751725246,4800,2,JPY,,,,,4700,4900,,10
0803625901,SKU_0803625901_1751725255,9400,2,JPY,,,,,9300,9500,,10
1786064758,SKU_1786064758_1751725306,6130,2,JPY,,,,,6030,6230,,10
1908970332,SKU_1908970332_1751725315,4470,2,JPY,,,,,4370,4570,,10
1742579698,SKU_1742579698_1751725327,4390,2,JPY,,,,,4290,4490,,10
1098385594,SKU_1098385594_1751725333,4130,2,JPY,,,,,4030,4230,,10
1786439409,SKU_1786439409_1751725336,10010,2,JPY,,,,,9910,10110,,10
147285232X,SKU_147285232X_1751725346,3670,2,JPY,,,,,3570,3770,,10
0062992147,SKU_0062992147_1751725355,5270,2,JPY,,,,,5170,5370,,10
1564142280,SKU_1564142280_1751725361,5840,2,JPY,,,,,5740,5940,,10
1743795750,SKU_1743795750_1751725364,3510,2,JPY,,,,,3410,3610,,10
1609947479,SKU_1609947479_1751725378,2860,2,JPY,,,,,2760,2960,,10
163322483X,SKU_163322483X_1751725382,4660,2,JPY,,,,,4560,4760,,10
1590304160,SKU_1590304160_1751725384,2500,2,JPY,,,,,2400,2600,,10
0399578676,SKU_0399578676_1751725390,1980,2,JPY,,,,,1880,2080,,10
1801135312,SKU_1801135312_1751725396,5760,2,JPY,,,,,5660,5860,,10
1847204856,SKU_1847204856_1751725399,13100,2,JPY,,,,,13000,13200,,10
0821353586,SKU_0821353586_1751725402,3900,2,JPY,,,,,3800,4000,,10
0792378822,SKU_0792378822_1751725405,21750,2,JPY,,,,,21650,21850,,10
354077971X,SKU_354077971X_1751725411,6350,2,JPY,,,,,6250,6450,,10
1440590753,SKU_1440590753_1751725414,2290,2,JPY,,,,,2190,2390,,10
0821366335,SKU_0821366335_1751725420,4260,2,JPY,,,,,4160,4360,,10
1592404375,SKU_1592404375_1751725423,3810,2,JPY,,,,,3710,3910,,10
1472985451,SKU_1472985451_1751725426,2980,2,JPY,,,,,2880,3080,,10
1098390954,SKU_1098390954_1751725432,4690,2,JPY,,,,,4590,4790,,10
1568585217,SKU_1568585217_1751725438,4510,2,JPY,,,,,4410,4610,,10
1786270811,SKU_1786270811_1751725441,4130,2,JPY,,,,,4030,4230,,10
1400214882,SKU_1400214882_1751725444,2350,2,JPY,,,,,2250,2450,,10
